id_lancamento,data_pagamento,codigo_conta,conta,grupo_dre,tipo,categoria_dre,centro_custo,documento_origem,valor
F0005052,2024-06-07,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002526,1095.92
F0005053,2024-06-07,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002527,1524.3
F0005054,2024-06-07,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002527,962.7
F0005055,2024-06-08,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002528,3722.4
F0005056,2024-06-08,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002528,2004.6
F0005057,2024-06-08,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002529,416.36
F0005058,2024-06-08,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002529,195.44
F0005059,2024-06-08,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002530,533.43
F0005060,2024-06-08,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002530,297.18
F0005061,2024-06-09,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002531,1209.4
F0005062,2024-06-09,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002531,639.8
F0005063,2024-06-09,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002532,311.56
F0005064,2024-06-09,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002532,162.59
F0005065,2024-06-09,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002533,125.22
F0005066,2024-06-09,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002533,80.49
F0005067,2024-06-10,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002534,291.44
F0005068,2024-06-10,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002534,169.28
F0005069,2024-06-10,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002535,515.4
F0005070,2024-06-10,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002535,313.05
F0005071,2024-06-10,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002536,8589.9
F0005072,2024-06-10,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002536,4075.06
F0005073,2024-06-10,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002537,1031.7
F0005074,2024-06-10,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002537,548.8
F0005075,2024-06-10,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002538,5659.74
F0005076,2024-06-10,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002538,3232.98
F0005077,2024-06-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002539,280.28
F0005078,2024-06-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002539,158.18
F0005079,2024-06-10,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002540,929.2
F0005080,2024-06-10,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002540,564.88
F0005081,2024-06-10,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002541,1962.94
F0005082,2024-06-10,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002541,1092.21
F0005083,2024-06-10,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002542,4743.36
F0005084,2024-06-10,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002542,2279.61
F0005085,2024-06-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002543,447.85
F0005086,2024-06-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002543,264.68
F0005087,2024-06-10,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002544,948.75
F0005088,2024-06-10,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002544,572.55
F0005089,2024-06-10,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002545,289.55
F0005090,2024-06-10,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002545,143.7
F0005091,2024-06-10,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002546,7527.78
F0005092,2024-06-10,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002546,3612.7
F0005093,2024-06-10,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002547,3592.42
F0005094,2024-06-10,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002547,2059.98
F0005095,2024-06-10,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002548,5787.72
F0005096,2024-06-10,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002548,2740.77
F0005097,2024-06-10,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002549,378.0
F0005098,2024-06-10,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002549,206.36
F0005099,2024-06-10,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002550,2395.68
F0005100,2024-06-10,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002550,1406.64
F0005101,2024-06-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002551,86.58
F0005102,2024-06-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002551,55.83
F0005103,2024-06-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002552,651.42
F0005104,2024-06-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002552,327.59
F0005105,2024-06-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002553,14057.61
F0005106,2024-06-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002553,7843.92
F0005107,2024-06-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002554,1644.3
F0005108,2024-06-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002554,1024.8
F0005109,2024-06-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002555,2055.55
F0005110,2024-06-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002555,964.25
F0005111,2024-06-10,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002556,969.6
F0005112,2024-06-10,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002556,589.44
F0005113,2024-06-10,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002557,1978.62
F0005114,2024-06-10,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002557,1093.82
F0005115,2024-06-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002558,17130.96
F0005116,2024-06-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002558,8885.94
F0005117,2024-06-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002559,8775.39
F0005118,2024-06-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002559,5220.93
F0005119,2024-06-11,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002560,3590.86
F0005120,2024-06-11,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002560,1933.61
F0005121,2024-06-11,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002561,817.96
F0005122,2024-06-11,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002561,428.12
F0005123,2024-06-11,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002562,2550.96
F0005124,2024-06-11,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002562,1334.16
F0005125,2024-06-11,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002563,12454.25
F0005126,2024-06-11,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002563,7111.4
F0005127,2024-06-11,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002564,5123.58
F0005128,2024-06-11,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002564,2983.53
F0005129,2024-06-11,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002565,980.07
F0005130,2024-06-11,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002565,519.22
F0005131,2024-06-11,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002566,679.68
F0005132,2024-06-11,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002566,357.48
F0005133,2024-06-11,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002567,1388.26
F0005134,2024-06-11,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002567,669.12
F0005135,2024-06-11,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002568,475.68
F0005136,2024-06-11,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002568,246.48
F0005137,2024-06-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002569,2379.69
F0005138,2024-06-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002569,1373.04
F0005139,2024-06-11,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002570,1007.5
F0005140,2024-06-11,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002570,588.69
F0005141,2024-06-11,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002571,8635.83
F0005142,2024-06-11,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002571,5188.96
F0005143,2024-06-11,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002572,369.2
F0005144,2024-06-11,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002572,192.9
F0005145,2024-06-11,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002573,64.84
F0005146,2024-06-11,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002573,40.56
F0005147,2024-06-11,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002574,4312.24
F0005148,2024-06-11,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002574,2615.54
F0005149,2024-06-11,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002575,1046.55
F0005150,2024-06-11,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002575,666.75
F0005151,2024-06-11,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002576,470.46
F0005152,2024-06-11,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002576,303.36
F0005153,2024-06-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002577,4044.15
F0005154,2024-06-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002577,1878.24
F0005155,2024-06-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002578,9611.86
F0005156,2024-06-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002578,5555.51
F0005157,2024-06-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002579,1155.9
F0005158,2024-06-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002579,746.4
F0005159,2024-06-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002580,328.2
F0005160,2024-06-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002580,196.71
F0005161,2024-06-11,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002581,2760.67
F0005162,2024-06-11,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002581,1541.76
F0005163,2024-06-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002582,544.05
F0005164,2024-06-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002582,331.2
F0005165,2024-06-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002583,20644.2
F0005166,2024-06-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002583,9891.9
F0005167,2024-06-11,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002584,4241.44
F0005168,2024-06-11,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002584,1958.32
F0005169,2024-06-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002585,453.36
F0005170,2024-06-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002585,254.16
F0005171,2024-06-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002586,2143.96
F0005172,2024-06-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002586,1241.76
F0005173,2024-06-12,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002587,10831.68
F0005174,2024-06-12,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002587,5594.16
F0005175,2024-06-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002588,2234.7
F0005176,2024-06-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002588,1395.94
F0005177,2024-06-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002589,98.12
F0005178,2024-06-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002589,55.42
F0005179,2024-06-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002590,187.36
F0005180,2024-06-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002590,99.84
F0005181,2024-06-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002591,3140.7
F0005182,2024-06-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002591,1711.52
F0005183,2024-06-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002592,5569.22
F0005184,2024-06-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002592,2957.8
F0005185,2024-06-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002593,215.59
F0005186,2024-06-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002593,120.44
F0005187,2024-06-12,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V002594,14186.97
F0005188,2024-06-12,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V002594,6808.55
F0005189,2024-06-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002595,843.37
F0005190,2024-06-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002595,477.4
F0005191,2024-06-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002596,654.15
F0005192,2024-06-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002596,376.6
F0005193,2024-06-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002597,670.37
F0005194,2024-06-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002597,334.97
F0005195,2024-06-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002598,2023.33
F0005196,2024-06-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002598,1289.05
F0005197,2024-06-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002599,691.9
F0005198,2024-06-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002599,318.57
F0005199,2024-06-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002600,305.66
F0005200,2024-06-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002600,164.73
F0005201,2024-06-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002601,16126.5
F0005202,2024-06-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002601,9111.96
F0005203,2024-06-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002602,2014.32
F0005204,2024-06-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002602,1147.44
F0005205,2024-06-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002603,631.4
F0005206,2024-06-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002603,381.36
F0005207,2024-06-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002604,7811.15
F0005208,2024-06-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002604,4560.83
F0005209,2024-06-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002605,11535.61
F0005210,2024-06-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002605,6367.01
F0005211,2024-06-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V002606,68.19
F0005212,2024-06-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V002606,42.57
F0005213,2024-06-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002607,261.0
F0005214,2024-06-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002607,150.8
F0005215,2024-06-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V002608,1203.3
F0005216,2024-06-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V002608,546.42
F0005217,2024-06-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V002609,4877.18
F0005218,2024-06-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V002609,2833.32
F0005219,2024-06-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002610,2080.68
F0005220,2024-06-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002610,1033.08
F0005221,2024-06-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002611,1629.49
F0005222,2024-06-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V002611,898.64
F0005223,2024-06-13,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V002612,4273.72
