id_op,id_produto,quantidade_planejada,quantidade_produzida,data_inicio,status
OP003034,P0428,20,20,2024-04-26,Finalizada
OP003035,P0394,31,31,2025-08-20,Finalizada
OP003036,P0475,19,19,2025-10-17,Finalizada
OP003037,P0130,48,48,2025-06-17,Finalizada
OP003038,P0310,3,3,2026-05-07,Finalizada
OP003039,P0343,40,40,2025-01-13,Finalizada
OP003040,P0201,33,33,2025-01-28,Finalizada
OP003041,P0152,27,27,2025-08-06,Finalizada
OP003042,P0309,42,42,2025-10-02,Finalizada
OP003043,P0490,16,16,2026-02-23,Finalizada
OP003044,P0265,3,3,2026-03-11,Finalizada
OP003045,P0224,13,13,2025-04-19,Finalizada
OP003046,P0169,25,25,2025-02-20,Finalizada
OP003047,P0359,3,3,2025-08-07,Finalizada
OP003048,P0156,33,33,2025-08-16,Finalizada
OP003049,P0293,52,52,2024-05-29,Finalizada
OP003050,P0418,17,17,2024-06-06,Finalizada
OP003051,P0095,41,41,2025-05-08,Finalizada
OP003052,P0275,2,2,2025-02-05,Finalizada
OP003053,P0320,7,7,2025-08-20,Finalizada
OP003054,P0212,22,22,2025-01-10,Finalizada
OP003055,P0003,26,26,2024-01-07,Finalizada
OP003056,P0069,40,40,2025-02-06,Finalizada
OP003057,P0146,3,3,2024-07-15,Finalizada
OP003058,P0264,19,19,2026-01-18,Finalizada
OP003059,P0250,19,19,2026-01-29,Finalizada
OP003060,P0238,33,33,2026-05-08,Finalizada
OP003061,P0482,11,11,2024-08-21,Finalizada
OP003062,P0033,40,40,2026-02-23,Finalizada
OP003063,P0072,8,8,2025-11-19,Finalizada
OP003064,P0327,9,9,2026-02-11,Finalizada
OP003065,P0009,2,2,2025-02-25,Finalizada
OP003066,P0059,4,4,2024-04-25,Finalizada
OP003067,P0476,6,6,2025-01-10,Finalizada
OP003068,P0400,49,49,2025-11-19,Finalizada
OP003069,P0054,6,6,2026-01-02,Finalizada
OP003070,P0401,11,11,2026-01-19,Finalizada
OP003071,P0221,14,14,2026-05-16,Finalizada
OP003072,P0406,25,25,2025-08-25,Finalizada
OP003073,P0486,42,42,2025-02-11,Finalizada
OP003074,P0026,13,13,2025-09-25,Finalizada
OP003075,P0057,6,6,2024-08-08,Finalizada
OP003076,P0288,34,34,2024-08-05,Finalizada
OP003077,P0276,38,38,2025-06-11,Finalizada
OP003078,P0249,39,39,2025-10-15,Finalizada
OP003079,P0191,30,30,2026-04-07,Finalizada
OP003080,P0399,3,3,2024-12-18,Finalizada
OP003081,P0217,26,26,2025-11-17,Finalizada
OP003082,P0048,2,2,2026-03-25,Finalizada
OP003083,P0245,53,53,2025-12-22,Finalizada
OP003084,P0215,3,3,2024-12-26,Finalizada
OP003085,P0386,47,47,2025-04-30,Finalizada
OP003086,P0382,2,2,2024-02-09,Finalizada
OP003087,P0388,47,47,2025-11-21,Finalizada
OP003088,P0190,38,38,2026-05-18,Finalizada
OP003089,P0261,29,29,2025-12-08,Finalizada
OP003090,P0300,49,49,2025-11-19,Finalizada
OP003091,P0318,29,29,2026-03-12,Finalizada
OP003092,P0485,47,47,2026-02-27,Finalizada
OP003093,P0011,17,17,2025-08-13,Finalizada
OP003094,P0289,15,15,2026-02-11,Finalizada
OP003095,P0065,11,11,2024-01-11,Finalizada
OP003096,P0459,6,6,2024-04-16,Finalizada
OP003097,P0260,20,20,2025-04-22,Finalizada
OP003098,P0439,24,24,2026-02-24,Finalizada
OP003099,P0337,6,6,2025-02-28,Finalizada
OP003100,P0393,42,42,2025-07-18,Finalizada
OP003101,P0038,30,30,2025-10-18,Finalizada
OP003102,P0316,19,19,2025-06-25,Finalizada
OP003103,P0220,14,14,2024-03-26,Finalizada
OP003104,P0398,47,47,2025-12-16,Finalizada
OP003105,P0141,38,38,2025-07-13,Finalizada
OP003106,P0256,50,50,2025-10-27,Finalizada
OP003107,P0482,37,37,2026-04-13,Finalizada
OP003108,P0492,6,6,2026-02-05,Finalizada
OP003109,P0396,23,23,2026-03-09,Finalizada
OP003110,P0440,5,5,2024-12-12,Finalizada
OP003111,P0081,4,4,2025-09-17,Finalizada
OP003112,P0277,50,50,2025-05-14,Finalizada
OP003113,P0292,42,42,2024-12-17,Finalizada
OP003114,P0025,17,17,2026-03-05,Finalizada
OP003115,P0095,17,17,2025-05-15,Finalizada
OP003116,P0104,18,18,2026-01-01,Finalizada
OP003117,P0446,6,6,2024-10-22,Finalizada
OP003118,P0400,46,46,2025-04-07,Finalizada
OP003119,P0178,44,44,2025-04-17,Finalizada
OP003120,P0255,48,48,2024-09-19,Finalizada
OP003121,P0159,26,26,2026-03-09,Finalizada
OP003122,P0198,4,4,2024-05-02,Finalizada
OP003123,P0197,15,15,2025-01-14,Finalizada
OP003124,P0369,35,35,2024-02-24,Finalizada
OP003125,P0423,16,16,2025-12-03,Finalizada
OP003126,P0486,33,33,2026-03-18,Finalizada
OP003127,P0219,14,14,2024-04-23,Finalizada
OP003128,P0174,52,52,2024-08-23,Finalizada
OP003129,P0199,34,34,2026-03-12,Finalizada
OP003130,P0097,15,15,2025-02-07,Finalizada
OP003131,P0414,42,42,2026-02-03,Finalizada
OP003132,P0133,35,35,2025-06-30,Finalizada
OP003133,P0218,16,16,2024-11-08,Finalizada
OP003134,P0217,23,23,2025-07-04,Finalizada
OP003135,P0333,22,22,2026-01-05,Finalizada
OP003136,P0319,15,15,2025-02-17,Finalizada
OP003137,P0473,49,49,2025-06-16,Finalizada
OP003138,P0314,8,8,2024-02-22,Finalizada
OP003139,P0450,40,40,2024-03-11,Finalizada
OP003140,P0112,50,50,2024-06-21,Finalizada
OP003141,P0348,16,16,2025-07-01,Finalizada
OP003142,P0260,33,33,2024-05-14,Finalizada
OP003143,P0317,51,51,2025-12-16,Finalizada
OP003144,P0119,36,36,2025-12-25,Finalizada
OP003145,P0384,9,9,2026-03-23,Finalizada
OP003146,P0427,35,35,2025-02-12,Finalizada
OP003147,P0495,19,19,2025-03-28,Finalizada
OP003148,P0044,16,16,2025-03-20,Finalizada
OP003149,P0372,26,26,2025-09-15,Finalizada
OP003150,P0053,51,51,2026-02-27,Finalizada
OP003151,P0496,42,42,2026-01-20,Finalizada
OP003152,P0107,20,20,2025-11-14,Finalizada
OP003153,P0019,16,16,2026-02-09,Finalizada
OP003154,P0268,45,45,2026-01-27,Finalizada
OP003155,P0119,49,49,2026-03-13,Finalizada
OP003156,P0441,18,18,2025-02-24,Finalizada
OP003157,P0238,1,1,2025-11-09,Finalizada
OP003158,P0116,8,8,2024-10-15,Finalizada
OP003159,P0375,14,14,2026-04-27,Finalizada
OP003160,P0244,39,39,2024-10-18,Finalizada
OP003161,P0102,42,42,2024-12-30,Finalizada
OP003162,P0074,36,36,2024-11-27,Finalizada
OP003163,P0438,16,16,2025-11-22,Finalizada
OP003164,P0177,11,11,2024-11-04,Finalizada
OP003165,P0484,42,42,2026-04-14,Finalizada
OP003166,P0129,53,53,2026-04-30,Finalizada
OP003167,P0026,49,49,2026-04-21,Finalizada
OP003168,P0494,44,44,2026-01-13,Finalizada
OP003169,P0251,2,2,2026-03-30,Finalizada
OP003170,P0338,9,9,2025-06-27,Finalizada
OP003171,P0149,24,24,2025-09-22,Finalizada
OP003172,P0133,51,51,2025-01-30,Finalizada
OP003173,P0101,53,53,2024-11-12,Finalizada
OP003174,P0446,48,48,2025-11-27,Finalizada
OP003175,P0171,48,48,2024-09-26,Finalizada
OP003176,P0252,46,46,2026-05-20,Finalizada
OP003177,P0393,42,42,2026-03-06,Finalizada
OP003178,P0450,49,49,2024-12-24,Finalizada
OP003179,P0138,20,20,2025-04-17,Finalizada
OP003180,P0072,14,14,2025-07-01,Finalizada
OP003181,P0192,7,7,2024-12-11,Finalizada
OP003182,P0066,35,35,2024-05-24,Finalizada
OP003183,P0312,16,16,2024-10-20,Finalizada
OP003184,P0166,16,16,2025-01-20,Finalizada
OP003185,P0458,45,45,2024-08-14,Finalizada
OP003186,P0345,14,14,2024-04-02,Finalizada
OP003187,P0336,42,42,2026-01-15,Finalizada
OP003188,P0134,44,44,2026-02-23,Finalizada
OP003189,P0299,35,35,2026-03-02,Finalizada
OP003190,P0358,15,15,2026-04-12,Finalizada
OP003191,P0415,46,46,2025-09-22,Finalizada
OP003192,P0075,8,8,2024-09-19,Finalizada
OP003193,P0378,40,40,2026-04-30,Finalizada
OP003194,P0287,41,41,2025-09-24,Finalizada
OP003195,P0097,23,23,2025-01-06,Finalizada
OP003196,P0455,6,6,2024-09-16,Finalizada
OP003197,P0242,23,23,2025-01-14,Finalizada
OP003198,P0442,39,39,2025-12-12,Finalizada
OP003199,P0384,14,14,2026-03-07,Finalizada
OP003200,P0308,13,13,2026-02-20,Finalizada
OP003201,P0201,4,4,2024-08-30,Finalizada
OP003202,P0491,25,25,2025-12-22,Finalizada
OP003203,P0224,31,31,2024-04-05,Finalizada
OP003204,P0429,20,20,2025-07-29,Finalizada
OP003205,P0074,45,45,2024-04-24,Finalizada
OP003206,P0178,6,6,2026-02-06,Finalizada
OP003207,P0336,11,11,2026-05-18,Finalizada
OP003208,P0028,31,31,2024-12-11,Finalizada
OP003209,P0206,51,51,2024-03-19,Finalizada
OP003210,P0158,11,11,2026-05-22,Finalizada
OP003211,P0030,1,1,2026-04-20,Finalizada
OP003212,P0070,35,35,2026-03-06,Finalizada
OP003213,P0187,7,7,2025-05-25,Finalizada
OP003214,P0188,4,4,2025-03-11,Finalizada
OP003215,P0188,36,36,2025-10-03,Finalizada
OP003216,P0387,44,44,2025-12-11,Finalizada
OP003217,P0008,38,38,2026-03-27,Finalizada
OP003218,P0403,5,5,2024-12-31,Finalizada
OP003219,P0335,30,30,2025-11-12,Finalizada
OP003220,P0110,30,30,2025-02-28,Finalizada
OP003221,P0453,50,50,2025-06-02,Finalizada
OP003222,P0359,29,29,2024-10-29,Finalizada
OP003223,P0098,44,44,2024-10-16,Finalizada
OP003224,P0228,6,6,2024-02-09,Finalizada
OP003225,P0090,7,7,2025-05-15,Finalizada
OP003226,P0035,53,53,2026-05-17,Finalizada
OP003227,P0380,35,35,2025-12-12,Finalizada
OP003228,P0257,2,2,2025-07-24,Finalizada
OP003229,P0010,35,35,2024-09-11,Finalizada
OP003230,P0012,5,5,2025-09-09,Finalizada
OP003231,P0285,53,53,2025-12-29,Finalizada
OP003232,P0117,19,19,2025-08-09,Finalizada
OP003233,P0160,35,35,2025-09-20,Finalizada
OP003234,P0455,8,8,2025-09-17,Finalizada
OP003235,P0336,30,30,2026-04-29,Finalizada
OP003236,P0413,14,14,2025-10-06,Finalizada
OP003237,P0405,31,31,2025-12-09,Finalizada
OP003238,P0087,40,40,2024-03-25,Finalizada
OP003239,P0126,2,2,2025-12-04,Finalizada
OP003240,P0194,47,47,2024-03-15,Finalizada
OP003241,P0211,4,4,2025-08-14,Finalizada
OP003242,P0242,24,24,2025-12-08,Finalizada
OP003243,P0490,36,36,2024-07-12,Finalizada
OP003244,P0384,24,24,2025-08-05,Finalizada
OP003245,P0014,44,44,2025-03-19,Finalizada
OP003246,P0061,22,22,2025-11-13,Finalizada
OP003247,P0462,22,22,2026-02-18,Finalizada
OP003248,P0453,38,38,2025-09-22,Finalizada
OP003249,P0219,9,9,2024-09-12,Finalizada
OP003250,P0360,40,40,2025-08-15,Finalizada
OP003251,P0048,3,3,2025-07-15,Finalizada
OP003252,P0463,42,42,2024-05-02,Finalizada
OP003253,P0421,49,49,2024-09-23,Finalizada
OP003254,P0156,24,24,2026-01-20,Finalizada
OP003255,P0038,39,39,2024-02-15,Finalizada
OP003256,P0107,45,45,2025-11-07,Finalizada
OP003257,P0260,15,15,2024-08-08,Finalizada
OP003258,P0408,27,27,2025-09-20,Finalizada
OP003259,P0277,1,1,2024-01-23,Finalizada
OP003260,P0114,48,48,2026-05-14,Finalizada
OP003261,P0484,41,41,2025-04-18,Finalizada
OP003262,P0220,31,31,2026-04-20,Finalizada
OP003263,P0028,14,14,2025-01-29,Finalizada
OP003264,P0032,23,23,2026-03-20,Finalizada
OP003265,P0088,9,9,2025-11-20,Finalizada
OP003266,P0456,3,3,2026-05-02,Finalizada
OP003267,P0391,34,34,2024-12-23,Finalizada
OP003268,P0110,16,16,2026-01-02,Finalizada
OP003269,P0442,7,7,2026-05-01,Finalizada
OP003270,P0379,13,13,2026-04-03,Finalizada
OP003271,P0060,34,34,2025-08-28,Finalizada
OP003272,P0061,45,45,2024-02-26,Finalizada
OP003273,P0385,47,47,2025-05-14,Finalizada
OP003274,P0256,13,13,2025-05-01,Finalizada
OP003275,P0376,50,50,2024-05-31,Finalizada
OP003276,P0366,35,35,2024-10-09,Finalizada
OP003277,P0035,37,37,2026-03-06,Finalizada
OP003278,P0470,9,9,2025-12-23,Finalizada
OP003279,P0027,37,37,2024-04-11,Finalizada
OP003280,P0239,30,30,2026-03-16,Finalizada
OP003281,P0067,11,11,2024-12-06,Finalizada
OP003282,P0229,31,31,2025-11-04,Finalizada
OP003283,P0162,29,29,2024-11-11,Finalizada
OP003284,P0270,14,14,2026-04-15,Finalizada
OP003285,P0178,50,50,2026-01-07,Finalizada
OP003286,P0272,36,36,2024-02-02,Finalizada
OP003287,P0248,6,6,2025-10-19,Finalizada
OP003288,P0301,13,13,2025-09-16,Finalizada
OP003289,P0332,5,5,2024-09-25,Finalizada
OP003290,P0128,6,6,2024-01-16,Finalizada
OP003291,P0345,15,15,2026-02-24,Finalizada
OP003292,P0095,36,36,2026-02-16,Finalizada
OP003293,P0482,9,9,2024-07-11,Finalizada
OP003294,P0309,13,13,2024-11-17,Finalizada
OP003295,P0167,28,28,2024-02-29,Finalizada
OP003296,P0254,45,45,2025-11-27,Finalizada
OP003297,P0023,24,24,2024-06-17,Finalizada
OP003298,P0276,24,24,2024-12-27,Finalizada
OP003299,P0119,13,13,2026-03-18,Finalizada
OP003300,P0004,37,37,2026-03-02,Finalizada
OP003301,P0385,6,6,2024-02-08,Finalizada
OP003302,P0223,5,5,2026-03-13,Finalizada
OP003303,P0164,2,2,2026-03-23,Finalizada
OP003304,P0337,17,17,2026-05-06,Finalizada
OP003305,P0296,53,53,2025-07-05,Finalizada
OP003306,P0245,7,7,2024-07-25,Finalizada
OP003307,P0437,28,28,2025-05-20,Finalizada
OP003308,P0433,25,25,2025-10-01,Finalizada
OP003309,P0308,14,14,2024-08-22,Finalizada
OP003310,P0127,53,53,2025-09-18,Finalizada
OP003311,P0066,33,33,2025-08-05,Finalizada
OP003312,P0444,18,18,2026-02-17,Finalizada
OP003313,P0411,29,29,2025-04-09,Finalizada
OP003314,P0385,14,14,2025-08-19,Finalizada
OP003315,P0360,24,24,2026-04-10,Finalizada
OP003316,P0015,17,17,2026-04-21,Finalizada
OP003317,P0027,45,45,2024-09-10,Finalizada
OP003318,P0494,33,33,2024-12-27,Finalizada
OP003319,P0477,24,24,2024-02-08,Finalizada
OP003320,P0190,30,30,2024-11-15,Finalizada
OP003321,P0372,46,46,2025-09-02,Finalizada
OP003322,P0075,30,30,2025-08-29,Finalizada
OP003323,P0152,6,6,2025-08-07,Finalizada
OP003324,P0127,51,51,2026-03-23,Finalizada
OP003325,P0312,31,31,2026-01-05,Finalizada
OP003326,P0407,6,6,2026-01-19,Finalizada
OP003327,P0464,50,50,2024-07-30,Finalizada
OP003328,P0322,38,38,2026-01-21,Finalizada
OP003329,P0482,52,52,2024-12-05,Finalizada
OP003330,P0118,14,14,2024-09-18,Finalizada
OP003331,P0042,29,29,2026-02-27,Finalizada
OP003332,P0300,49,49,2025-02-24,Finalizada
OP003333,P0355,7,7,2025-01-07,Finalizada
OP003334,P0280,44,44,2026-04-20,Finalizada
OP003335,P0420,1,1,2024-02-19,Finalizada
OP003336,P0228,35,35,2024-01-26,Finalizada
OP003337,P0374,50,50,2024-03-29,Finalizada
OP003338,P0467,45,45,2025-03-04,Finalizada
OP003339,P0454,2,2,2025-05-06,Finalizada
OP003340,P0373,15,15,2025-12-26,Finalizada
OP003341,P0266,18,18,2026-05-06,Finalizada
OP003342,P0135,31,31,2025-09-09,Finalizada
OP003343,P0092,27,27,2025-08-12,Finalizada
OP003344,P0104,24,24,2026-02-25,Finalizada
OP003345,P0484,49,49,2026-02-28,Finalizada
OP003346,P0450,41,41,2024-03-26,Finalizada
OP003347,P0490,8,8,2024-12-17,Finalizada
OP003348,P0355,33,33,2025-11-12,Finalizada
OP003349,P0246,6,6,2024-03-31,Finalizada
OP003350,P0367,17,17,2026-04-03,Finalizada
OP003351,P0448,6,6,2024-10-05,Finalizada
OP003352,P0142,22,22,2025-11-21,Finalizada
OP003353,P0170,1,1,2024-12-14,Finalizada
OP003354,P0388,13,13,2026-04-02,Finalizada
OP003355,P0015,19,19,2025-11-27,Finalizada
OP003356,P0406,46,46,2025-02-05,Finalizada
OP003357,P0296,30,30,2026-04-01,Finalizada
OP003358,P0395,31,31,2025-11-13,Finalizada
OP003359,P0018,47,47,2025-12-01,Finalizada
OP003360,P0029,33,33,2025-11-26,Finalizada
OP003361,P0212,2,2,2025-12-26,Finalizada
OP003362,P0207,26,26,2026-01-08,Finalizada
OP003363,P0071,23,23,2025-02-11,Finalizada
OP003364,P0256,5,5,2024-05-20,Finalizada
OP003365,P0420,24,24,2025-11-04,Finalizada
OP003366,P0357,51,51,2026-01-11,Finalizada
OP003367,P0061,1,1,2026-04-20,Finalizada
OP003368,P0296,40,40,2025-04-03,Finalizada
OP003369,P0451,42,42,2025-06-12,Finalizada
OP003370,P0325,44,44,2024-12-10,Finalizada
OP003371,P0421,26,26,2026-04-22,Finalizada
OP003372,P0285,9,9,2024-09-05,Finalizada
OP003373,P0498,23,23,2024-04-26,Finalizada
OP003374,P0444,38,38,2025-02-26,Finalizada
OP003375,P0139,49,49,2026-03-27,Finalizada
OP003376,P0057,45,45,2026-03-17,Finalizada
OP003377,P0167,19,19,2026-05-08,Finalizada
OP003378,P0232,4,4,2024-07-17,Finalizada
OP003379,P0409,28,28,2025-11-13,Finalizada
OP003380,P0002,11,11,2025-12-18,Finalizada
OP003381,P0198,45,45,2026-01-14,Finalizada
OP003382,P0192,27,27,2024-12-27,Finalizada
OP003383,P0098,51,51,2025-10-13,Finalizada
OP003384,P0051,22,22,2025-09-19,Finalizada
OP003385,P0302,45,45,2024-07-21,Finalizada
OP003386,P0474,26,26,2025-02-05,Finalizada
OP003387,P0030,8,8,2024-09-10,Finalizada
OP003388,P0234,14,14,2026-03-24,Finalizada
OP003389,P0319,37,37,2025-11-12,Finalizada
OP003390,P0066,20,20,2025-01-15,Finalizada
OP003391,P0499,4,4,2025-02-10,Finalizada
OP003392,P0283,42,42,2025-10-06,Finalizada
OP003393,P0423,3,3,2026-03-10,Finalizada
OP003394,P0287,44,44,2025-03-13,Finalizada
OP003395,P0356,49,49,2024-01-09,Finalizada
OP003396,P0043,49,49,2026-01-05,Finalizada
OP003397,P0288,37,37,2024-02-14,Finalizada
OP003398,P0221,37,37,2026-03-11,Finalizada
OP003399,P0364,11,11,2025-11-28,Finalizada
OP003400,P0068,18,18,2025-01-21,Finalizada
OP003401,P0086,17,17,2024-09-25,Finalizada
OP003402,P0459,51,51,2025-04-04,Finalizada
OP003403,P0302,15,15,2024-11-15,Finalizada
OP003404,P0324,27,27,2025-01-08,Finalizada
OP003405,P0442,19,19,2025-02-02,Finalizada
OP003406,P0276,37,37,2026-01-21,Finalizada
OP003407,P0375,30,30,2024-11-12,Finalizada
OP003408,P0427,46,46,2024-05-24,Finalizada
OP003409,P0471,5,5,2026-01-27,Finalizada
OP003410,P0390,27,27,2024-07-24,Finalizada
OP003411,P0440,50,50,2025-12-20,Finalizada
OP003412,P0500,5,5,2026-03-27,Finalizada
OP003413,P0077,22,22,2025-04-23,Finalizada
OP003414,P0292,2,2,2026-03-18,Finalizada
OP003415,P0309,29,29,2024-12-23,Finalizada
OP003416,P0266,24,24,2026-02-12,Finalizada
OP003417,P0465,33,33,2024-10-07,Finalizada
OP003418,P0226,22,22,2025-03-06,Finalizada
OP003419,P0017,7,7,2025-10-14,Finalizada
OP003420,P0029,13,13,2024-07-26,Finalizada
OP003421,P0372,6,6,2025-08-05,Finalizada
OP003422,P0174,19,19,2026-05-19,Finalizada
OP003423,P0160,51,51,2025-11-28,Finalizada
OP003424,P0351,3,3,2025-08-08,Finalizada
OP003425,P0094,19,19,2025-04-15,Finalizada
OP003426,P0103,50,50,2026-03-25,Finalizada
OP003427,P0122,8,8,2025-09-18,Finalizada
OP003428,P0070,49,49,2026-02-02,Finalizada
OP003429,P0220,3,3,2025-06-29,Finalizada
OP003430,P0471,1,1,2025-09-15,Finalizada
OP003431,P0417,20,20,2026-03-22,Finalizada
OP003432,P0125,2,2,2025-05-15,Finalizada
OP003433,P0247,7,7,2025-12-30,Finalizada
OP003434,P0424,2,2,2025-12-29,Finalizada
OP003435,P0212,37,37,2026-05-07,Finalizada
OP003436,P0476,45,45,2025-12-01,Finalizada
OP003437,P0481,20,20,2024-03-04,Finalizada
OP003438,P0442,11,11,2025-08-06,Finalizada
OP003439,P0392,18,18,2025-11-26,Finalizada
OP003440,P0338,23,23,2024-11-11,Finalizada
OP003441,P0258,52,52,2025-08-24,Finalizada
OP003442,P0460,27,27,2026-03-23,Finalizada
OP003443,P0192,14,14,2026-01-29,Finalizada
OP003444,P0389,52,52,2025-10-02,Finalizada
OP003445,P0349,2,2,2025-06-03,Finalizada
OP003446,P0339,18,18,2025-01-24,Finalizada
OP003447,P0407,49,49,2025-09-01,Finalizada
OP003448,P0407,14,14,2025-12-02,Finalizada
OP003449,P0015,41,41,2024-04-12,Finalizada
OP003450,P0376,23,23,2026-01-15,Finalizada
OP003451,P0483,34,34,2024-05-27,Finalizada
OP003452,P0043,33,33,2026-03-26,Finalizada
OP003453,P0299,13,13,2025-11-19,Finalizada
OP003454,P0378,28,28,2026-04-09,Finalizada
OP003455,P0232,2,2,2024-05-20,Finalizada
OP003456,P0429,51,51,2025-12-16,Finalizada
OP003457,P0253,15,15,2025-07-16,Finalizada
OP003458,P0363,20,20,2025-12-10,Finalizada
OP003459,P0136,51,51,2025-09-19,Finalizada
OP003460,P0234,2,2,2025-06-16,Finalizada
OP003461,P0012,49,49,2026-03-06,Finalizada
OP003462,P0461,28,28,2025-08-15,Finalizada
OP003463,P0119,28,28,2024-12-12,Finalizada
OP003464,P0027,47,47,2026-04-14,Finalizada
OP003465,P0428,44,44,2026-01-20,Finalizada
OP003466,P0479,13,13,2024-09-20,Finalizada
OP003467,P0050,13,13,2025-04-17,Finalizada
OP003468,P0361,31,31,2025-08-08,Finalizada
OP003469,P0151,40,40,2025-08-25,Finalizada
OP003470,P0173,6,6,2024-08-08,Finalizada
OP003471,P0258,4,4,2025-04-04,Finalizada
OP003472,P0361,13,13,2025-02-02,Finalizada
OP003473,P0479,3,3,2026-02-07,Finalizada
OP003474,P0438,12,12,2025-07-16,Finalizada
OP003475,P0070,45,45,2025-04-01,Finalizada
OP003476,P0261,36,36,2024-07-17,Finalizada
OP003477,P0003,15,15,2025-04-09,Finalizada
OP003478,P0110,45,45,2024-06-25,Finalizada
OP003479,P0068,8,8,2025-05-01,Finalizada
OP003480,P0126,11,11,2025-02-06,Finalizada
OP003481,P0321,40,40,2024-03-18,Finalizada
OP003482,P0324,44,44,2026-04-02,Finalizada
OP003483,P0474,8,8,2025-04-07,Finalizada
OP003484,P0411,13,13,2024-03-18,Finalizada
OP003485,P0186,24,24,2025-11-07,Finalizada
OP003486,P0128,30,30,2025-08-19,Finalizada
OP003487,P0049,41,41,2025-08-13,Finalizada
OP003488,P0184,38,38,2025-01-09,Finalizada
OP003489,P0268,16,16,2024-11-14,Finalizada
OP003490,P0293,35,35,2025-11-06,Finalizada
OP003491,P0067,34,34,2025-11-05,Finalizada
OP003492,P0296,50,50,2026-05-18,Finalizada
OP003493,P0028,47,47,2024-10-15,Finalizada
OP003494,P0061,25,25,2026-03-20,Finalizada
OP003495,P0404,16,16,2024-12-27,Finalizada
OP003496,P0203,13,13,2024-08-28,Finalizada
OP003497,P0375,38,38,2025-12-17,Finalizada
OP003498,P0001,51,51,2026-01-07,Finalizada
OP003499,P0496,48,48,2026-03-26,Finalizada
OP003500,P0269,38,38,2026-03-08,Finalizada
OP003501,P0085,38,38,2025-02-04,Finalizada
OP003502,P0234,4,4,2024-12-09,Finalizada
OP003503,P0112,11,11,2025-03-12,Finalizada
OP003504,P0404,20,20,2025-08-11,Finalizada
OP003505,P0276,5,5,2024-11-01,Finalizada
OP003506,P0345,6,6,2024-06-05,Finalizada
OP003507,P0218,41,41,2024-12-11,Finalizada
OP003508,P0164,47,47,2025-08-29,Finalizada
OP003509,P0158,52,52,2026-01-12,Finalizada
OP003510,P0392,16,16,2026-04-21,Finalizada
OP003511,P0343,53,53,2026-03-05,Finalizada
OP003512,P0139,22,22,2025-02-19,Finalizada
OP003513,P0324,12,12,2025-02-17,Finalizada
OP003514,P0464,13,13,2025-03-03,Finalizada
OP003515,P0241,48,48,2025-10-02,Finalizada
OP003516,P0180,24,24,2026-04-13,Finalizada
OP003517,P0239,49,49,2024-05-06,Finalizada
OP003518,P0397,42,42,2024-02-29,Finalizada
OP003519,P0102,24,24,2024-01-26,Finalizada
OP003520,P0062,42,42,2025-05-07,Finalizada
OP003521,P0441,6,6,2026-03-27,Finalizada
OP003522,P0500,31,31,2025-06-15,Finalizada
OP003523,P0071,20,20,2026-01-28,Finalizada
OP003524,P0193,48,48,2025-07-16,Finalizada
OP003525,P0010,16,16,2026-04-09,Finalizada
OP003526,P0310,20,20,2024-10-15,Finalizada
OP003527,P0431,38,38,2025-09-29,Finalizada
OP003528,P0029,20,20,2024-05-23,Finalizada
OP003529,P0171,5,5,2025-03-24,Finalizada
OP003530,P0217,30,30,2025-05-15,Finalizada
OP003531,P0275,7,7,2025-09-08,Finalizada
OP003532,P0165,9,9,2024-09-30,Finalizada
OP003533,P0318,11,11,2024-05-02,Finalizada
OP003534,P0040,24,24,2025-04-05,Finalizada
OP003535,P0343,4,4,2024-03-20,Finalizada
OP003536,P0039,38,38,2025-04-15,Finalizada
OP003537,P0160,17,17,2024-12-10,Finalizada
OP003538,P0286,26,26,2025-11-06,Finalizada
OP003539,P0003,6,6,2026-03-19,Finalizada
OP003540,P0380,8,8,2024-07-30,Finalizada
OP003541,P0165,15,15,2025-11-14,Finalizada
OP003542,P0483,18,18,2024-05-27,Finalizada
OP003543,P0015,29,29,2025-01-06,Finalizada
OP003544,P0086,34,34,2024-08-30,Finalizada
OP003545,P0423,28,28,2025-11-19,Finalizada
OP003546,P0246,28,28,2024-10-07,Finalizada
OP003547,P0083,23,23,2025-10-08,Finalizada
OP003548,P0457,30,30,2025-03-21,Finalizada
OP003549,P0052,12,12,2026-01-21,Finalizada
OP003550,P0435,12,12,2026-01-23,Finalizada
OP003551,P0346,24,24,2025-03-03,Finalizada
OP003552,P0048,26,26,2026-03-26,Finalizada
OP003553,P0417,16,16,2025-12-09,Finalizada
